productCode,productName,priceEach,quantityOrdered,productLine,orderNumber,orderdate,customerNumber,customerName,city,country,buyPrice,MSRP
S24_4278,"1900s Vintage Tri-Plane",71.73,29,Planes,10120,2003-04-29,114,"Australian Collectors, Co.",Melbourne,Australia,36.23,72.45
S32_1374,"1997 BMW F650 ST",94.90,22,Motorcycles,10120,2003-04-29,114,"Australian Collectors, Co.",Melbourne,Australia,66.92,99.89
S32_4289,"1928 Ford Phaeton Deluxe",68.79,29,"Vintage Cars",10120,2003-04-29,114,"Australian Collectors, Co.",Melbourne,Australia,33.02,68.79
S50_1341,"1930 Buick Marquette Phaeton",41.46,49,"Vintage Cars",10120,2003-04-29,114,"Australian Collectors, Co.",Melbourne,Australia,27.06,43.64
S700_1691,"American Airlines: B767-300",91.34,47,Planes,10120,2003-04-29,114,"Australian Collectors, Co.",Melbourne,Australia,51.15,91.34
S700_2466,"America West Airlines B757-200",81.77,24,Planes,10120,2003-04-29,114,"Australian Collectors, Co.",Melbourne,Australia,68.80,99.72
S700_2834,"ATA: B757-300",106.79,24,Planes,10120,2003-04-29,114,"Australian Collectors, Co.",Melbourne,Australia,59.33,118.65
S700_3167,"F/A 18 Hornet 1/72",72.00,43,Planes,10120,2003-04-29,114,"Australian Collectors, Co.",Melbourne,Australia,54.40,80.00
S10_1678,"1969 Harley Davidson Ultimate Chopper",86.13,34,Motorcycles,10121,2003-05-07,353,"Reims Collectables",Reims,France,48.81,95.70
S12_2823,"2002 Suzuki XREO",126.52,50,Motorcycles,10121,2003-05-07,353,"Reims Collectables",Reims,France,66.27,150.62
S24_2360,"1982 Ducati 900 Monster",58.18,32,Motorcycles,10121,2003-05-07,353,"Reims Collectables",Reims,France,47.10,69.26
S32_4485,"1974 Ducati 350 Mk3 Desmo",95.93,25,Motorcycles,10121,2003-05-07,353,"Reims Collectables",Reims,France,56.13,102.05
S50_4713,"2002 Yamaha YZR M1",72.41,44,Motorcycles,10121,2003-05-07,353,"Reims Collectables",Reims,France,34.17,81.36
S12_1099,"1968 Ford Mustang",155.66,42,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,95.34,194.57
S12_3380,"1968 Dodge Charger",113.92,37,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,75.16,117.44
S12_3990,"1970 Plymouth Hemi Cuda",65.44,32,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,31.92,79.80
S12_4675,"1969 Dodge Charger",104.80,20,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,58.73,115.16
S18_1129,"1993 Mazda RX-7",114.65,34,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,83.51,141.54
S18_1889,"1948 Porsche 356-A Roadster",62.37,43,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,53.90,77.00
S18_1984,"1995 Honda Civic",113.80,31,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,93.89,142.25
S18_3232,"1992 Ferrari 360 Spider red",137.17,25,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,77.90,169.34
S18_3278,"1969 Dodge Super Bee",69.15,21,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,49.05,80.41
S18_3482,"1976 Ford Gran Torino",133.76,21,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,73.49,146.99
S18_3782,"1957 Vespa GS150",59.06,35,Motorcycles,10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,32.95,62.17
S18_4721,"1957 Corvette Convertible",145.82,28,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,69.93,148.80
S24_2972,"1982 Lamborghini Diablo",34.74,39,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,16.24,37.76
S24_3371,"1971 Alpine Renault 1600s",50.82,34,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,38.58,61.23
S24_3856,"1956 Porsche 356A Coupe",136.22,43,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,98.30,140.43
S24_4620,"1961 Chevrolet Impala",67.10,29,"Classic Cars",10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,32.33,80.84
S32_2206,"1982 Ducati 996 R",33.79,31,Motorcycles,10122,2003-05-08,350,"Marseille Mini Autos",Marseille,France,24.14,40.23
S18_1589,"1965 Aston Martin DB5",120.71,26,"Classic Cars",10123,2003-05-20,103,"Atelier graphique",Nantes,France,65.96,124.44
S18_2870,"1999 Indy 500 Monte Carlo SS",114.84,46,"Classic Cars",10123,2003-05-20,103,"Atelier graphique",Nantes,France,56.76,132.00
S18_3685,"1948 Porsche Type 356 Roadster",117.26,34,"Classic Cars",10123,2003-05-20,103,"Atelier graphique",Nantes,France,62.16,141.28
S24_1628,"1966 Shelby Cobra 427 S/C",43.27,50,"Classic Cars",10123,2003-05-20,103,"Atelier graphique",Nantes,France,29.18,50.31
S18_1749,"1917 Grand Touring Sedan",153.00,21,"Vintage Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,86.70,170.00
S18_2248,"1911 Ford Town Car",58.12,42,"Vintage Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,33.30,60.54
S18_2325,"1932 Model A Ford J-Coupe",111.87,42,"Vintage Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,58.48,127.13
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",75.46,36,"Vintage Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,43.26,92.03
S18_4933,"1957 Ford Thunderbird",66.28,23,"Classic Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,34.21,71.27
S24_1046,"1970 Chevy Chevelle SS 454",62.47,22,"Classic Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,49.24,73.49
S24_1937,"1939 Chevrolet Deluxe Coupe",30.53,45,"Vintage Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,22.57,33.19
S24_2022,"1938 Cadillac V-16 Presidential Limousine",36.29,22,"Vintage Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,20.61,44.80
S24_2766,"1949 Jaguar XK 120",74.51,32,"Classic Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,47.25,90.87
S24_2887,"1952 Citroen-15CV",93.95,25,"Classic Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,72.82,117.44
S24_3191,"1969 Chevrolet Camaro Z28",76.19,49,"Classic Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,50.51,85.61
S24_3432,"2002 Chevy Corvette",101.73,43,"Classic Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,62.11,107.08
S24_3969,"1936 Mercedes Benz 500k Roadster",36.11,46,"Vintage Cars",10124,2003-05-21,112,"Signal Gift Stores","Las Vegas",USA,21.75,41.03
S18_1342,"1937 Lincoln Berline",89.38,32,"Vintage Cars",10125,2003-05-21,114,"Australian Collectors, Co.",Melbourne,Australia,60.62,102.74
S18_2795,"1928 Mercedes-Benz SSK",138.38,34,"Vintage Cars",10125,2003-05-21,114,"Australian Collectors, Co.",Melbourne,Australia,72.56,168.75
S10_1949,"1952 Alpine Renault 1300",205.73,38,"Classic Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,98.58,214.30
S10_4962,"1962 LanciaA Delta 16V",122.62,22,"Classic Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,103.42,147.74
S12_1666,"1958 Setra Bus",135.30,21,"Trucks and Buses",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,77.90,136.67
S18_1097,"1940 Ford Pickup Truck",116.67,38,"Trucks and Buses",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,58.33,116.67
S18_1367,"1936 Mercedes-Benz 500K Special Roadster",51.21,42,"Vintage Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,24.26,53.91
S18_2432,"1926 Ford Fire Engine",51.05,43,"Trucks and Buses",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,24.92,60.77
S18_2949,"1913 Ford Model T Speedster",93.21,31,"Vintage Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,60.78,101.31
S18_2957,"1934 Ford V8 Coupe",61.84,46,"Vintage Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,34.35,62.46
S18_3136,"18th Century Vintage Horse Carriage",93.20,30,"Vintage Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,60.74,104.72
S18_3320,"1917 Maxwell Touring Car",94.25,38,"Vintage Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,57.54,99.21
S18_4600,"1940s Ford truck",102.92,50,"Trucks and Buses",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,84.76,121.08
S18_4668,"1939 Cadillac Limousine",47.29,43,"Vintage Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,23.14,50.31
S24_2300,"1962 Volkswagen Microbus",122.68,27,"Trucks and Buses",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,61.34,127.79
S24_4258,"1936 Chrysler Airflow",83.76,34,"Vintage Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,57.46,97.39
S32_1268,"1980’s GM Manhattan Express",82.83,43,"Trucks and Buses",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,53.93,96.31
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",62.05,26,"Trucks and Buses",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,33.61,64.64
S700_2824,"1982 Camaro Z28",97.10,45,"Classic Cars",10126,2003-05-28,458,"Corrida Auto Replicas, Ltd",Madrid,Spain,46.53,101.15
S12_1108,"2001 Ferrari Enzo",193.25,46,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,95.59,207.80
S12_3148,"1969 Corvair Monza",140.50,46,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,89.14,151.08
S12_3891,"1969 Ford Falcon",169.56,42,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,83.05,173.02
S12_4473,"1957 Chevy Pickup",100.73,24,"Trucks and Buses",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,55.70,118.50
S18_2238,"1998 Chrysler Plymouth Prowler",140.81,45,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,101.51,163.73
S18_2319,"1964 Mercedes Tour Bus",114.14,45,"Trucks and Buses",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,74.86,122.73
S18_3232,"1992 Ferrari 360 Spider red",149.02,22,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,77.90,169.34
S18_4027,"1970 Triumph Spitfire",126.39,25,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,91.92,143.62
S24_1444,"1970 Dodge Coronet",50.86,20,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,32.37,57.80
S24_2840,"1958 Chevy Corvette Limited Edition",34.30,39,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,15.91,35.36
S24_4048,"1992 Porsche Cayenne Turbo Silver",107.63,20,"Classic Cars",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,69.78,118.28
S32_2509,"1954 Greyhound Scenicruiser",46.53,45,"Trucks and Buses",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,25.98,54.11
S32_3207,"1950's Chicago Surface Lines Streetcar",60.90,29,Trains,10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,26.72,62.14
S50_1392,"Diamond T620 Semi-Skirted Tanker",111.12,46,"Trucks and Buses",10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,68.29,115.75
S50_1514,"1962 City of Detroit Streetcar",55.65,46,Trains,10127,2003-06-03,151,"Muscle Machine Inc",NYC,USA,37.49,58.58
S18_3140,"1903 Ford Model A",120.20,41,"Vintage Cars",10128,2003-06-06,141,"Euro+ Shopping Channel",Madrid,Spain,68.30,136.59
S18_3259,"Collectable Wooden Train",80.67,41,Trains,10128,2003-06-06,141,"Euro+ Shopping Channel",Madrid,Spain,67.56,100.84
S18_4522,"1904 Buick Runabout",77.24,43,"Vintage Cars",10128,2003-06-06,141,"Euro+ Shopping Channel",Madrid,Spain,52.66,87.77
S700_1938,"The Mayflower",72.75,32,Ships,10128,2003-06-06,141,"Euro+ Shopping Channel",Madrid,Spain,43.30,86.61
S10_4757,"1972 Alfa Romeo GTA",123.76,33,"Classic Cars",10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,85.68,136.00
S24_2011,"18th century schooner",113.06,45,Ships,10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,82.34,122.89
S24_3151,"1912 Ford Model T Delivery Wagon",81.43,41,"Vintage Cars",10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,46.91,88.51
S24_3816,"1940 Ford Delivery Sedan",76.31,50,"Vintage Cars",10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,48.64,83.86
S700_1138,"The Schooner Bluenose",58.67,31,Ships,10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,34.00,66.67
S700_2610,"The USS Constitution Ship",72.28,45,Ships,10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,33.97,72.28
S700_3505,"The Titanic",90.15,42,Ships,10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,51.09,100.17
S700_3962,"The Queen Mary",94.34,30,Ships,10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,53.63,99.31
S72_3212,"Pont Yacht",44.23,32,Ships,10129,2003-06-12,324,"Stylish Desk Decors, Co.",London,UK,33.30,54.60
S18_3029,"1999 Yamaha Speed Boat",68.82,40,Ships,10130,2003-06-16,198,"Auto-Moto Classics Inc.",Brickhaven,USA,51.61,86.02
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet",99.52,33,"Vintage Cars",10130,2003-06-16,198,"Auto-Moto Classics Inc.",Brickhaven,USA,64.58,105.87
S18_1662,"1980s Black Hawk Helicopter",141.92,21,Planes,10131,2003-06-16,447,"Gift Ideas Corp.",Glendale,USA,77.27,157.69
S24_2841,"1900s Vintage Bi-Plane",60.97,35,Planes,10131,2003-06-16,447,"Gift Ideas Corp.",Glendale,USA,34.25,68.51
S24_3420,"1937 Horch 930V Limousine",52.60,29,"Vintage Cars",10131,2003-06-16,447,"Gift Ideas Corp.",Glendale,USA,26.30,65.75
S24_3949,"Corsair F4U ( Bird Cage)",54.59,50,Planes,10131,2003-06-16,447,"Gift Ideas Corp.",Glendale,USA,29.34,68.24
S700_2047,"HMS Bounty",76.94,22,Ships,10131,2003-06-16,447,"Gift Ideas Corp.",Glendale,USA,39.83,90.52
S700_2466,"America West Airlines B757-200",86.76,40,Planes,10131,2003-06-16,447,"Gift Ideas Corp.",Glendale,USA,68.80,99.72
S700_4002,"American Airlines: MD-11S",63.67,26,Planes,10131,2003-06-16,447,"Gift Ideas Corp.",Glendale,USA,36.27,74.03
S72_1253,"Boeing X-32A JSF",40.22,21,Planes,10131,2003-06-16,447,"Gift Ideas Corp.",Glendale,USA,32.77,49.66
S700_3167,"F/A 18 Hornet 1/72",80.00,36,Planes,10132,2003-06-25,323,"Down Under Souveniers, Inc","Auckland  ","New Zealand",54.40,80.00
S18_2581,"P-51-D Mustang",80.26,49,Planes,10133,2003-06-27,141,"Euro+ Shopping Channel",Madrid,Spain,49.00,84.48
S24_1785,"1928 British Royal Navy Airplane",109.42,41,Planes,10133,2003-06-27,141,"Euro+ Shopping Channel",Madrid,Spain,66.74,109.42
S24_4278,"1900s Vintage Tri-Plane",61.58,46,Planes,10133,2003-06-27,141,"Euro+ Shopping Channel",Madrid,Spain,36.23,72.45
S32_1374,"1997 BMW F650 ST",80.91,23,Motorcycles,10133,2003-06-27,141,"Euro+ Shopping Channel",Madrid,Spain,66.92,99.89
S32_4289,"1928 Ford Phaeton Deluxe",67.41,49,"Vintage Cars",10133,2003-06-27,141,"Euro+ Shopping Channel",Madrid,Spain,33.02,68.79
S50_1341,"1930 Buick Marquette Phaeton",37.09,27,"Vintage Cars",10133,2003-06-27,141,"Euro+ Shopping Channel",Madrid,Spain,27.06,43.64
S700_1691,"American Airlines: B767-300",76.73,24,Planes,10133,2003-06-27,141,"Euro+ Shopping Channel",Madrid,Spain,51.15,91.34
S700_2834,"ATA: B757-300",115.09,27,Planes,10133,2003-06-27,141,"Euro+ Shopping Channel",Madrid,Spain,59.33,118.65
S10_1678,"1969 Harley Davidson Ultimate Chopper",90.92,41,Motorcycles,10134,2003-07-01,250,"Lyon Souveniers",Paris,France,48.81,95.70
S10_2016,"1996 Moto Guzzi 1100i",116.56,27,Motorcycles,10134,2003-07-01,250,"Lyon Souveniers",Paris,France,68.99,118.94
S10_4698,"2003 Harley-Davidson Eagle Drag Bike",187.85,31,Motorcycles,10134,2003-07-01,250,"Lyon Souveniers",Paris,France,91.02,193.66
S12_2823,"2002 Suzuki XREO",131.04,20,Motorcycles,10134,2003-07-01,250,"Lyon Souveniers",Paris,France,66.27,150.62
S18_2625,"1936 Harley Davidson El Knucklehead",51.48,30,Motorcycles,10134,2003-07-01,250,"Lyon Souveniers",Paris,France,24.23,60.57
S24_1578,"1997 BMW R 1100 S",94.67,35,Motorcycles,10134,2003-07-01,250,"Lyon Souveniers",Paris,France,60.86,112.70
S24_2000,"1960 BSA Gold Star DBD34",75.41,43,Motorcycles,10134,2003-07-01,250,"Lyon Souveniers",Paris,France,37.32,76.17
S12_1099,"1968 Ford Mustang",173.17,42,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,95.34,194.57
S12_3380,"1968 Dodge Charger",110.39,48,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,75.16,117.44
S12_3990,"1970 Plymouth Hemi Cuda",72.62,24,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,31.92,79.80
S12_4675,"1969 Dodge Charger",103.64,29,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,58.73,115.16
S18_1889,"1948 Porsche 356-A Roadster",66.99,48,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,53.90,77.00
S18_3278,"1969 Dodge Super Bee",65.94,45,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,49.05,80.41
S18_3482,"1976 Ford Gran Torino",139.64,42,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,73.49,146.99
S18_3782,"1957 Vespa GS150",49.74,45,Motorcycles,10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,32.95,62.17
S18_4721,"1957 Corvette Convertible",133.92,31,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,69.93,148.80
S24_2360,"1982 Ducati 900 Monster",67.18,29,Motorcycles,10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,47.10,69.26
S24_2972,"1982 Lamborghini Diablo",34.36,20,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,16.24,37.76
S24_3371,"1971 Alpine Renault 1600s",52.05,27,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,38.58,61.23
S24_3856,"1956 Porsche 356A Coupe",139.03,47,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,98.30,140.43
S24_4620,"1961 Chevrolet Impala",76.80,23,"Classic Cars",10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,32.33,80.84
S32_2206,"1982 Ducati 996 R",38.62,33,Motorcycles,10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,24.14,40.23
S32_4485,"1974 Ducati 350 Mk3 Desmo",91.85,30,Motorcycles,10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,56.13,102.05
S50_4713,"2002 Yamaha YZR M1",78.92,44,Motorcycles,10135,2003-07-02,124,"Mini Gifts Distributors Ltd.","San Rafael",USA,34.17,81.36
S18_1129,"1993 Mazda RX-7",117.48,25,"Classic Cars",10136,2003-07-04,242,"Alpha Cognac",Toulouse,France,83.51,141.54
S18_1984,"1995 Honda Civic",120.91,36,"Classic Cars",10136,2003-07-04,242,"Alpha Cognac",Toulouse,France,93.89,142.25
S18_3232,"1992 Ferrari 360 Spider red",169.34,41,"Classic Cars",10136,2003-07-04,242,"Alpha Cognac",Toulouse,France,77.90,169.34
S18_1589,"1965 Aston Martin DB5",115.73,44,"Classic Cars",10137,2003-07-10,353,"Reims Collectables",Reims,France,65.96,124.44
S18_2870,"1999 Indy 500 Monte Carlo SS",110.88,37,"Classic Cars",10137,2003-07-10,353,"Reims Collectables",Reims,France,56.76,132.00
S18_3685,"1948 Porsche Type 356 Roadster",118.68,31,"Classic Cars",10137,2003-07-10,353,"Reims Collectables",Reims,France,62.16,141.28
S24_1628,"1966 Shelby Cobra 427 S/C",40.25,26,"Classic Cars",10137,2003-07-10,353,"Reims Collectables",Reims,France,29.18,50.31
S18_1749,"1917 Grand Touring Sedan",149.60,33,"Vintage Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",86.70,170.00
S18_2248,"1911 Ford Town Car",51.46,22,"Vintage Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",33.30,60.54
S18_2325,"1932 Model A Ford J-Coupe",114.42,38,"Vintage Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",58.48,127.13
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport",79.15,47,"Vintage Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",43.26,92.03
S18_4933,"1957 Ford Thunderbird",64.86,23,"Classic Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",34.21,71.27
S24_1046,"1970 Chevy Chevelle SS 454",59.53,45,"Classic Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",49.24,73.49
S24_1937,"1939 Chevrolet Deluxe Coupe",33.19,22,"Vintage Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",22.57,33.19
S24_2022,"1938 Cadillac V-16 Presidential Limousine",38.53,33,"Vintage Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",20.61,44.80
S24_2766,"1949 Jaguar XK 120",73.60,28,"Classic Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",47.25,90.87
S24_2887,"1952 Citroen-15CV",96.30,30,"Classic Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",72.82,117.44
S24_3191,"1969 Chevrolet Camaro Z28",77.05,49,"Classic Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",50.51,85.61
S24_3432,"2002 Chevy Corvette",99.58,21,"Classic Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",62.11,107.08
S24_3969,"1936 Mercedes Benz 500k Roadster",32.82,29,"Vintage Cars",10138,2003-07-07,496,"Kelly's Gift Shop","Auckland  ","New Zealand",21.75,41.03
S18_1342,"1937 Lincoln Berline",89.38,31,"Vintage Cars",10139,2003-07-16,282,"Souveniers And Things Co.",Chatswood,Australia,60.62,102.74
S18_1367,"1936 Mercedes-Benz 500K Special Roadster",52.83,49,"Vintage Cars",10139,2003-07-16,282,"Souveniers And Things Co.",Chatswood,Australia,24.26,53.91
S18_2795,"1928 Mercedes-Benz SSK",151.88,41,"Vintage Cars",10139,2003-07-16,282,"Souveniers And Things Co.",Chatswood,Australia,72.56,168.75
S18_2949,"1913 Ford Model T Speedster",91.18,46,"Vintage Cars",10139,2003-07-16,282,"Souveniers And Things Co.",Chatswood,Australia,60.78,101.31
S18_2957,"1934 Ford V8 Coupe",52.47,20,"Vintage Cars",10139,2003-07-16,282,"Souveniers And Things Co.",Chatswood,Australia,34.35,62.46
S18_3136,"18th Century Vintage Horse Carriage",101.58,20,"Vintage Cars",10139,2003-07-16,282,"Souveniers And Things Co.",Chatswood,Australia,60.74,104.72
S18_3320,"1917 Maxwell Touring Car",81.35,30,"Vintage Cars",10139,2003-07-16,282,"Souveniers And Things Co.",Chatswood,Australia,57.54,99.21
S24_4258,"1936 Chrysler Airflow",93.49,29,"Vintage Cars",10139,2003-07-16,282,"Souveniers And Things Co.",Chatswood,Australia,57.46,97.39
S10_1949,"1952 Alpine Renault 1300",186.44,37,"Classic Cars",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,98.58,214.30
S10_4962,"1962 LanciaA Delta 16V",131.49,26,"Classic Cars",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,103.42,147.74
S12_1666,"1958 Setra Bus",118.90,38,"Trucks and Buses",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,77.90,136.67
S18_1097,"1940 Ford Pickup Truck",95.67,32,"Trucks and Buses",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,58.33,116.67
S18_2432,"1926 Ford Fire Engine",51.05,46,"Trucks and Buses",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,24.92,60.77
S18_4600,"1940s Ford truck",100.50,40,"Trucks and Buses",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,84.76,121.08
S18_4668,"1939 Cadillac Limousine",40.25,29,"Vintage Cars",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,23.14,50.31
S24_2300,"1962 Volkswagen Microbus",118.84,47,"Trucks and Buses",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,61.34,127.79
S32_1268,"1980’s GM Manhattan Express",87.64,26,"Trucks and Buses",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,53.93,96.31
S32_3522,"1996 Peterbilt 379 Stake Bed with Outrigger",62.05,28,"Trucks and Buses",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,33.61,64.64
S700_2824,"1982 Camaro Z28",101.15,36,"Classic Cars",10140,2003-07-24,161,"Technics Stores Inc.",Burlingame,USA,46.53,101.15
S12_4473,"1957 Chevy Pickup",114.95,21,"Trucks and Buses",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,55.70,118.50
S18_2238,"1998 Chrysler Plymouth Prowler",160.46,39,"Classic Cars",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,101.51,163.73
S18_2319,"1964 Mercedes Tour Bus",103.09,47,"Trucks and Buses",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,74.86,122.73
S18_3232,"1992 Ferrari 360 Spider red",143.94,34,"Classic Cars",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,77.90,169.34
S24_1444,"1970 Dodge Coronet",50.86,20,"Classic Cars",10141,2003-08-01,334,"Suominen Souveniers",Espoo,Finland,32.37,57.80
